,DHSID,DHSCC,DHSYEAR,v001,DHSREGCO,DHSREGNA,SOURCE,URBAN_RURA,LATNUM,wt,dPrevU5,pc_bas_w,pc_bas_s,pc_imp_h,pc_Wnoed
234,CI201200000236,CI,2012.0,236.0,5.0,Nord,GPS,U,9.453886,0.459454,0.0666666666666666,93.33333333333331,41.48148148148148,98.24561403508773,33.33333333333333
235,CI201200000237,CI,2012.0,237.0,11.0,Ville D'Abidjan,GPS,U,5.42273,1.785364,0.3571428571428571,98.65771812080536,18.12080536912752,0.0,65.51724137931035
236,CI201200000238,CI,2012.0,238.0,9.0,Sud sans Abidjan,GPS,R,5.311172,1.317235,0.2941176470588235,97.91666666666666,26.38888888888889,23.308270676691727,43.24324324324324
237,CI201200000239,CI,2012.0,239.0,11.0,Ville D'Abidjan,GPS,U,5.292448,1.754086,0.4,100.0,36.19047619047619,39.53488372093023,21.73913043478261
238,CI201200000240,CI,2012.0,240.0,7.0,Nord-Ouest,GPS,R,7.995453,0.192077,0.2142857142857142,57.89473684210527,7.142857142857142,0.0,93.61702127659576
239,CI201200000241,CI,2012.0,241.0,9.0,Sud sans Abidjan,GPS,U,6.108284,1.383964,0.1111111111111111,76.74418604651163,58.13953488372093,33.33333333333333,15.0
240,CI201200000242,CI,2012.0,242.0,6.0,Nord-Est,GPS,R,7.204627,1.030885,0.0,86.27450980392157,12.745098039215684,0.0,47.05882352941176
241,CI201200000243,CI,2012.0,243.0,3.0,Centre-Nord,GPS,U,7.706786,0.4433,0.0714285714285714,100.0,100.0,68.96551724137932,17.24137931034483
242,CI201200000244,CI,2012.0,244.0,5.0,Nord,GPS,R,10.089082,0.745182,0.35,62.60162601626016,0.0,0.0,92.0
243,CI201200000245,CI,2012.0,245.0,2.0,Centre-Est,GPS,R,6.285448,0.138304,0.25,83.33333333333334,28.26086956521739,7.246376811594203,46.15384615384615
244,CI201200000246,CI,2012.0,246.0,10.0,Sud-Ouest,GPS,R,5.009958,0.897215,0.1923076923076923,22.89156626506024,0.0,5.617977528089887,62.5
245,CI201200000247,CI,2012.0,247.0,7.0,Nord-Ouest,GPS,U,7.967487,0.210121,0.375,94.4055944055944,41.25874125874126,19.130434782608692,42.85714285714285
246,CI201200000248,CI,2012.0,248.0,1.0,Centre,GPS,U,7.038699,0.876203,0.375,81.3953488372093,15.503875968992247,0.8771929824561403,42.85714285714285
247,CI201200000249,CI,2012.0,249.0,6.0,Nord-Est,GPS,R,8.421511,0.510707,0.4,89.44099378881988,8.074534161490684,50.0,27.027027027027028
248,CI201200000250,CI,2012.0,250.0,5.0,Nord,GPS,R,9.623585,0.874056,0.2222222222222222,88.57142857142857,4.285714285714286,0.0,88.0
249,CI201200000251,CI,2012.0,251.0,2.0,Centre-Est,GPS,U,6.734271,0.131122,0.25,94.16666666666669,62.5,20.75471698113208,25.0
250,CI201200000252,CI,2012.0,252.0,11.0,Ville D'Abidjan,GPS,U,5.293828,2.142642,0.1,100.0,55.66037735849056,59.49367088607595,20.0
251,CI201200000253,CI,2012.0,253.0,1.0,Centre,GPS,R,6.782628,1.631369,0.1290322580645161,0.0,0.0,0.0,92.3076923076923
252,CI201200000254,CI,2012.0,254.0,3.0,Centre-Nord,GAZ,R,7.520663,0.650652,0.2142857142857142,100.0,20.833333333333336,11.11111111111111,43.47826086956522
253,CI201200000255,CI,2012.0,255.0,3.0,Centre-Nord,GPS,U,8.76783,0.38923,0.0,94.69026548672566,48.67256637168141,0.0,68.0
254,CI201200000256,CI,2012.0,256.0,6.0,Nord-Est,GPS,R,7.693928,0.652679,0.2857142857142857,80.81395348837209,12.209302325581394,1.5384615384615383,75.0
255,CI201200000257,CI,2012.0,257.0,4.0,Centre-Ouest,GPS,R,7.35879,0.463059,0.3636363636363636,11.811023622047244,0.0,0.0,90.0
256,CI201200000258,CI,2012.0,258.0,1.0,Centre,GPS,R,7.425796,0.972742,0.125,27.956989247311824,8.064516129032258,7.547169811320755,79.3103448275862
257,CI201200000259,CI,2012.0,259.0,5.0,Nord,GPS,U,9.472905,0.540524,0.0666666666666666,90.32258064516128,4.395604395604396,22.448979591836736,65.0
258,CI201200000260,CI,2012.0,260.0,11.0,Ville D'Abidjan,GPS,U,5.363347,1.887226,0.2307692307692307,96.35036496350364,33.57664233576642,0.0,32.0
259,CI201200000261,CI,2012.0,261.0,9.0,Sud sans Abidjan,GPS,R,5.209151,1.701084,0.1333333333333333,10.44776119402985,14.17910447761194,22.61904761904762,38.095238095238095
260,CI201200000262,CI,2012.0,262.0,3.0,Centre-Nord,GPS,R,8.428864,2.360138,0.1851851851851851,50.0,0.0,0.0,82.05128205128204
261,CI201200000263,CI,2012.0,263.0,1.0,Centre,GPS,R,6.999824,0.819742,0.2222222222222222,80.90452261306532,8.542713567839195,43.373493975903614,50.0
262,CI201200000264,CI,2012.0,264.0,11.0,Ville D'Abidjan,GPS,U,5.355459,0.52825,0.2,100.0,49.07407407407408,40.42553191489361,29.72972972972973
263,CI201200000265,CI,2012.0,265.0,7.0,Nord-Ouest,GPS,R,7.848514,0.423993,0.4166666666666667,14.338235294117649,0.0,0.0,82.05128205128204
264,CI201200000266,CI,2012.0,266.0,1.0,Centre,GPS,R,7.147241,0.58361,0.1304347826086956,23.239436619718308,2.112676056338028,7.608695652173914,68.18181818181817
265,CI201200000267,CI,2012.0,267.0,3.0,Centre-Nord,GPS,R,7.48433,0.701247,0.1923076923076923,85.13513513513513,2.702702702702702,0.0,85.71428571428571
266,CI201200000268,CI,2012.0,268.0,7.0,Nord-Ouest,GPS,R,8.655233,0.326931,0.0555555555555555,70.49180327868852,12.568306010928962,0.0,94.5945945945946
267,CI201200000269,CI,2012.0,269.0,11.0,Ville D'Abidjan,GPS,U,5.441884,2.532213,0.4545454545454545,100.0,37.5,74.64788732394366,47.22222222222222
268,CI201200000270,CI,2012.0,270.0,7.0,Nord-Ouest,GPS,R,8.324337,0.45263,0.0869565217391304,69.76744186046511,0.0,100.0,96.66666666666669
269,CI201200000271,CI,2012.0,271.0,8.0,Ouest,GPS,R,6.749754,1.33085,0.1538461538461538,55.35714285714286,2.380952380952381,9.210526315789473,64.51612903225806
270,CI201200000272,CI,2012.0,272.0,4.0,Centre-Ouest,GPS,U,6.288669,2.509104,0.1666666666666666,97.74436090225564,7.518796992481203,34.375,96.29629629629628
271,CI201200000273,CI,2012.0,273.0,6.0,Nord-Est,GPS,R,9.006113,0.890016,0.2857142857142857,33.78378378378378,0.0,0.0,90.69767441860463
272,CI201200000274,CI,2012.0,274.0,5.0,Nord,GPS,R,9.019182,1.258987,0.0434782608695652,83.96946564885496,0.7633587786259541,0.0,100.0
273,CI201200000275,CI,2012.0,275.0,9.0,Sud sans Abidjan,GPS,R,5.889878,1.00766,0.0,25.165562913907287,1.3245033112582782,6.25,61.90476190476191
274,CI201200000276,CI,2012.0,276.0,11.0,Ville D'Abidjan,GPS,U,5.426858,2.331422,0.0833333333333333,66.87116564417178,12.269938650306749,70.58823529411765,52.63157894736842
275,CI201200000277,CI,2012.0,277.0,11.0,Ville D'Abidjan,GPS,U,5.289794,1.787946,0.1111111111111111,100.0,19.852941176470587,7.317073170731707,48.71794871794872
276,CI201200000278,CI,2012.0,278.0,7.0,Nord-Ouest,GPS,R,10.120234,0.454299,0.15625,95.14563106796116,28.155339805825243,0.0,96.66666666666669
277,CI201200000279,CI,2012.0,279.0,10.0,Sud-Ouest,GPS,U,4.782652,0.866857,0.2222222222222222,100.0,68.25396825396825,47.368421052631575,20.930232558139537
278,CI201200000280,CI,2012.0,280.0,7.0,Nord-Ouest,GPS,R,8.532476,0.266873,0.1935483870967742,79.25311203319502,0.0,3.954802259887006,94.82758620689656
279,CI201200000281,CI,2012.0,281.0,7.0,Nord-Ouest,GPS,R,8.175881,0.380932,0.2826086956521739,50.199203187250994,13.94422310756972,10.919540229885058,79.16666666666666
280,CI201200000282,CI,2012.0,282.0,10.0,Sud-Ouest,GPS,R,5.722199,0.464424,0.4,84.14634146341463,24.390243902439025,23.684210526315788,26.666666666666668
281,CI201200000283,CI,2012.0,283.0,3.0,Centre-Nord,GPS,U,7.723106,0.824683,0.0714285714285714,100.0,13.761467889908255,38.80597014925373,66.66666666666666
282,CI201200000284,CI,2012.0,284.0,11.0,Ville D'Abidjan,GPS,U,5.309836,1.489598,0.25,100.0,19.51219512195122,46.774193548387096,11.76470588235294
283,CI201200000285,CI,2012.0,285.0,2.0,Centre-Est,GPS,U,6.668623,0.211064,0.5555555555555556,73.15436241610739,46.97986577181208,0.0,38.095238095238095
284,CI201200000286,CI,2012.0,286.0,11.0,Ville D'Abidjan,GPS,U,5.470056,2.547888,0.375,100.0,72.0,32.25806451612903,20.0
285,CI201200000287,CI,2012.0,287.0,7.0,Nord-Ouest,GPS,U,8.492828,0.168512,0.2222222222222222,93.77990430622008,10.194174757281552,0.0,75.67567567567568
286,CI201200000288,CI,2012.0,288.0,11.0,Ville D'Abidjan,GPS,U,5.433715,2.717997,0.4285714285714285,99.0,23.157894736842103,6.451612903225806,39.130434782608695
287,CI201200000289,CI,2012.0,289.0,4.0,Centre-Ouest,GAZ,R,6.222643,0.865592,0.0,66.66666666666666,12.76595744680851,29.33333333333333,38.46153846153847
288,CI201200000290,CI,2012.0,290.0,5.0,Nord,GPS,U,9.620986,1.048604,0.1666666666666666,89.14728682170544,56.58914728682171,2.272727272727273,37.03703703703704
289,CI201200000291,CI,2012.0,291.0,8.0,Ouest,GPS,R,7.310776,1.240615,0.25,59.76331360946746,10.365853658536585,86.95652173913044,28.000000000000004
290,CI201200000292,CI,2012.0,292.0,5.0,Nord,GPS,U,9.475539,0.12136,0.0,89.28571428571429,3.7037037037037033,75.0,45.0
291,CI201200000293,CI,2012.0,293.0,2.0,Centre-Est,GPS,U,6.728283,0.293533,0.25,86.53846153846155,17.307692307692307,28.07017543859649,53.84615384615385
292,CI201200000294,CI,2012.0,294.0,1.0,Centre,MIS,R,0.0,0.540319,0.25,25.471698113207548,2.8301886792452837,0.0,73.33333333333333
293,CI201200000295,CI,2012.0,295.0,1.0,Centre,GPS,R,7.356549,0.753483,0.2058823529411764,72.92576419213974,0.0,0.0,60.0
294,CI201200000296,CI,2012.0,296.0,4.0,Centre-Ouest,GPS,U,6.875244,1.615911,0.2222222222222222,95.91836734693877,55.10204081632652,83.80952380952381,20.588235294117645
295,CI201200000297,CI,2012.0,297.0,8.0,Ouest,GPS,R,6.980409,1.743993,0.1764705882352941,19.78609625668449,5.347593582887701,0.0,55.55555555555556
296,CI201200000298,CI,2012.0,298.0,10.0,Sud-Ouest,GPS,U,4.784051,0.739655,0.0714285714285714,97.196261682243,5.607476635514018,22.448979591836736,33.33333333333333
297,CI201200000299,CI,2012.0,299.0,1.0,Centre,GPS,U,6.808249,0.754413,0.0,96.1038961038961,24.516129032258064,100.0,23.07692307692308
298,CI201200000300,CI,2012.0,300.0,8.0,Ouest,GPS,R,6.591973,0.81534,0.3333333333333333,37.735849056603776,4.245283018867925,0.0,30.303030303030305
299,CI201200000301,CI,2012.0,301.0,6.0,Nord-Est,GPS,U,9.804642,0.186987,0.2,91.78082191780824,13.6986301369863,0.0,77.77777777777779
300,CI201200000302,CI,2012.0,302.0,11.0,Ville D'Abidjan,GPS,U,5.302406,1.487801,0.2727272727272727,100.0,78.63247863247864,89.13043478260869,43.75
301,CI201200000303,CI,2012.0,303.0,11.0,Ville D'Abidjan,GPS,U,5.451838,1.757309,0.2222222222222222,97.24137931034484,55.172413793103445,21.62162162162162,30.76923076923077
302,CI201200000304,CI,2012.0,304.0,10.0,Sud-Ouest,GPS,U,5.793563,1.048273,0.25,92.13483146067416,34.831460674157306,30.303030303030305,34.78260869565217
303,CI201200000305,CI,2012.0,305.0,9.0,Sud sans Abidjan,GPS,R,5.419648,1.140833,0.1818181818181818,45.66929133858268,24.40944881889764,13.79310344827586,46.15384615384615
304,CI201200000306,CI,2012.0,306.0,2.0,Centre-Est,GPS,R,6.981778,0.753711,0.375,0.0,2.127659574468085,0.0,78.94736842105263
305,CI201200000307,CI,2012.0,307.0,5.0,Nord,GPS,U,9.581625,0.819211,0.0833333333333333,100.0,35.294117647058826,27.94117647058824,46.15384615384615
306,CI201200000308,CI,2012.0,308.0,6.0,Nord-Est,GPS,R,8.232849,1.054275,0.1034482758620689,60.24844720496895,6.211180124223603,1.5625,83.33333333333334
307,CI201200000309,CI,2012.0,309.0,5.0,Nord,GPS,R,9.334246,0.343558,0.2222222222222222,98.50746268656717,0.0,0.0,96.29629629629628
308,CI201200000310,CI,2012.0,310.0,7.0,Nord-Ouest,GPS,R,7.963581,0.185171,0.1363636363636363,69.51219512195121,0.0,100.0,96.55172413793105
309,CI201200000311,CI,2012.0,311.0,11.0,Ville D'Abidjan,GPS,U,5.304897,1.666501,0.4736842105263157,75.40983606557377,0.0,45.0,58.333333333333336
310,CI201200000312,CI,2012.0,312.0,2.0,Centre-Est,GPS,R,6.855113,0.044629,0.1111111111111111,17.307692307692307,2.564102564102564,11.224489795918368,58.333333333333336
311,CI201200000313,CI,2012.0,313.0,11.0,Ville D'Abidjan,GPS,U,5.351028,1.691611,0.125,100.0,57.14285714285714,50.0,42.42424242424242
312,CI201200000314,CI,2012.0,314.0,6.0,Nord-Est,GPS,R,7.917465,0.423402,0.0,77.16535433070865,0.0,0.0,60.0
313,CI201200000315,CI,2012.0,315.0,9.0,Sud sans Abidjan,MIS,R,0.0,3.248917,0.0714285714285714,89.47368421052632,11.403508771929824,2.272727272727273,76.92307692307693
314,CI201200000316,CI,2012.0,316.0,3.0,Centre-Nord,GAZ,U,7.668009,0.690053,0.3333333333333333,92.1875,54.16666666666666,20.437956204379564,40.0
315,CI201200000317,CI,2012.0,317.0,11.0,Ville D'Abidjan,GPS,U,5.368037,1.65681,0.1666666666666666,100.0,19.84126984126984,40.20618556701031,50.0
316,CI201200000318,CI,2012.0,318.0,3.0,Centre-Nord,GPS,U,7.70272,0.645891,0.3333333333333333,84.40366972477065,38.53211009174312,25.86206896551724,61.90476190476191
317,CI201200000319,CI,2012.0,319.0,4.0,Centre-Ouest,GPS,R,7.522481,0.912149,0.0,66.33165829145729,8.040201005025125,1.818181818181818,88.0
318,CI201200000320,CI,2012.0,320.0,6.0,Nord-Est,GPS,R,8.156803,0.418508,0.2142857142857142,82.97872340425532,11.702127659574469,0.0,61.53846153846154
319,CI201200000321,CI,2012.0,321.0,10.0,Sud-Ouest,GPS,R,5.443351,3.674307,0.074074074074074,55.55555555555556,0.0,44.44444444444444,60.0
320,CI201200000322,CI,2012.0,322.0,3.0,Centre-Nord,GPS,R,7.553035,0.443543,0.2777777777777778,92.71255060728744,19.4331983805668,0.0,72.3404255319149
321,CI201200000323,CI,2012.0,323.0,10.0,Sud-Ouest,GPS,R,5.212399,0.844601,0.25,15.306122448979592,5.1020408163265305,18.96551724137931,72.72727272727273
322,CI201200000324,CI,2012.0,324.0,3.0,Centre-Nord,GPS,U,8.119737,0.381641,0.0,96.85534591194968,100.0,59.523809523809526,36.58536585365854
323,CI201200000325,CI,2012.0,325.0,4.0,Centre-Ouest,GPS,R,6.897381,2.017176,0.2,42.07650273224044,0.0,25.0,65.625
324,CI201200000326,CI,2012.0,326.0,10.0,Sud-Ouest,GPS,R,6.015397,0.834811,0.0909090909090909,35.0,0.0,0.0,80.95238095238095
325,CI201200000327,CI,2012.0,327.0,5.0,Nord,GPS,R,9.313311,0.353845,0.2666666666666666,88.0794701986755,11.258278145695364,0.0,100.0
326,CI201200000328,CI,2012.0,328.0,5.0,Nord,GPS,U,9.520201,0.506551,0.1666666666666666,97.01492537313432,39.55223880597015,5.172413793103448,59.09090909090909
327,CI201200000329,CI,2012.0,329.0,11.0,Ville D'Abidjan,GPS,U,5.32557,2.084765,0.5454545454545454,97.14285714285714,31.428571428571427,44.5945945945946,46.42857142857143
328,CI201200000330,CI,2012.0,330.0,3.0,Centre-Nord,MIS,R,0.0,0.526487,0.0294117647058823,33.6405529953917,0.0,0.0,89.1891891891892
329,CI201200000331,CI,2012.0,331.0,7.0,Nord-Ouest,GPS,R,9.969462,0.680533,0.075,67.56756756756756,31.98198198198198,0.0,79.48717948717949
330,CI201200000332,CI,2012.0,332.0,4.0,Centre-Ouest,GPS,U,6.910636,3.397639,0.3333333333333333,93.91304347826087,6.086956521739131,0.0,78.26086956521739
331,CI201200000333,CI,2012.0,333.0,2.0,Centre-Est,GPS,U,7.13254,0.296419,0.0,100.0,54.11764705882353,26.38888888888889,29.166666666666668
332,CI201200000334,CI,2012.0,334.0,6.0,Nord-Est,GPS,U,8.061268,0.274353,0.0769230769230769,100.0,72.79411764705883,52.77777777777778,36.66666666666666
333,CI201200000335,CI,2012.0,335.0,11.0,Ville D'Abidjan,GPS,U,5.263146,1.70015,0.0625,96.96969696969695,8.080808080808081,72.72727272727273,60.86956521739131
334,CI201200000336,CI,2012.0,336.0,10.0,Sud-Ouest,GPS,R,5.159627,0.756123,0.0952380952380952,13.461538461538462,0.0,0.0,59.375
335,CI201200000337,CI,2012.0,337.0,11.0,Ville D'Abidjan,GPS,U,5.314762,1.695482,0.0555555555555555,100.0,45.6,30.76923076923077,48.71794871794872
336,CI201200000338,CI,2012.0,338.0,9.0,Sud sans Abidjan,GPS,R,6.438871,2.453264,0.0909090909090909,90.76923076923076,18.461538461538463,0.0,33.33333333333333
337,CI201200000339,CI,2012.0,339.0,3.0,Centre-Nord,GPS,U,8.348632,0.628665,0.0,64.1025641025641,33.33333333333333,1.5625,50.0
338,CI201200000340,CI,2012.0,340.0,2.0,Centre-Est,GPS,R,6.55913,0.08502,0.35,77.82426778242679,0.0,0.0,90.9090909090909
339,CI201200000341,CI,2012.0,341.0,2.0,Centre-Est,GPS,U,7.125679,0.464548,0.0,100.0,19.51219512195122,9.45945945945946,55.00000000000001
340,CI201200000342,CI,2012.0,342.0,3.0,Centre-Nord,MIS,R,0.0,0.770854,0.054054054054054,65.27777777777779,6.481481481481481,0.0,71.875
341,CI201200000343,CI,2012.0,343.0,2.0,Centre-Est,GPS,U,6.728393,0.331017,0.25,100.0,10.2803738317757,13.541666666666666,46.15384615384615
342,CI201200000344,CI,2012.0,344.0,11.0,Ville D'Abidjan,GPS,U,5.284774,0.305687,0.25,98.34710743801654,96.69421487603306,61.98347107438017,11.76470588235294
343,CI201200000345,CI,2012.0,345.0,7.0,Nord-Ouest,MIS,R,0.0,0.358948,0.125,100.0,0.0,0.0,89.47368421052632
344,CI201200000346,CI,2012.0,346.0,6.0,Nord-Est,GAZ,U,7.813661,0.23691,0.2631578947368421,76.51515151515152,29.545454545454547,26.0,42.10526315789473
345,CI201200000347,CI,2012.0,347.0,3.0,Centre-Nord,GPS,U,7.684719,1.107114,0.0526315789473684,79.36507936507937,48.41269841269841,29.310344827586203,63.1578947368421
346,CI201200000348,CI,2012.0,348.0,4.0,Centre-Ouest,GPS,R,6.361619,1.532898,0.1333333333333333,73.40425531914893,16.48936170212766,8.403361344537815,54.83870967741935
347,CI201200000349,CI,2012.0,349.0,1.0,Centre,GPS,R,6.987534,0.537444,0.1627906976744186,65.13157894736842,22.36842105263158,100.0,59.25925925925925
348,CI201200000350,CI,2012.0,350.0,2.0,Centre-Est,GPS,U,7.136385,0.299906,0.2727272727272727,83.54430379746836,11.39240506329114,10.0,56.25
349,CI201200000351,CI,2012.0,351.0,4.0,Centre-Ouest,GPS,R,6.658221,1.270933,0.3478260869565217,93.84615384615384,9.230769230769232,8.333333333333332,37.5
350,CI201200000352,CI,2012.0,352.0,3.0,Centre-Nord,GPS,U,7.69501,0.604654,0.1111111111111111,94.48818897637796,22.83464566929134,28.35820895522388,37.93103448275862
